,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
2843,JulesNYNY,"Comms pro. Casual curser. Pro America, anti Trump, who ignited my dormant Twitter acct. “Ever tried. Ever failed. Try again. Fail again. Fail better.” -Beckett","Stars Hollow, CT",13453,15498,25416,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2844,laflorida_chile,Página Ciudadana para los vecinos de la Comuna de #LaFlorida,La Florida,1515,4097,13138,0,R-Sport Team: Sebastien Ogier Title Priority Over Teams’ Crown https://t.co/bh354LKKOk,[]
2845,LostDiva,"Shaming politicians, celebrities, media on the regular. #TheSquad Expanded! 2021 Gonna Be 🔥 #MedicareForAll #GreenNewDeal #CancelStudentDebt #BanPrivatePrisons","Portland, Oregon  USA",7749,16832,198971,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2846,La5ers,Never explain yourself. #RavensFlock,"Los Angeles, CA",1941,596,82984,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2847,SPA_F,おっぱおワークス ホグワーツ内定 ※餌を与えないで下さい。懐くと非常に鬱陶しいです。,おっぱい星,2360,1291,383335,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2848,NikkiDryden,"Human rights lawyer, Founder of Athlete Activist, Writer, Olympic swimmer, Commonwealth Athlete, current obsessions: BLM & F45-tx for getting me through covid19","Sydney, New South Wales",710,946,2481,3,@hrw thank you once again for being the strongest voice for women in sport. I wish this commitment to our human rights could come from those in charge of global sport. Until then: End Abusive Sex Testing for Women Athletes https://t.co/meW5khSESN @MinkysHighjinks @Karkazis✅,[]
2849,Sport_Daddy,"Proud US Citizen, Christian, ProLife, MTrump2020 @POTUS @realDonaldTrump @WhiteHouse @realjameswoods bad speller","Tennessee, USA",4000,3362,37976,7344,"John Ratcliffe has access to the most sensitive intel. This is important. 

https://t.co/MA22UKlBQo",[]
2850,Bk97632315,,"Sydney, New South Wales",1823,298,9205,5,"Congratulations to this fella @ZacBailey14 for continually producing quality stories. A trusted journalist and good friend. Made it so easy to tell my tale. Well done mate.
https://t.co/F0PNUYRgUK via @NRL",[]
2851,abbyyweberr,,,259,218,139,14,This week's Sport's Spotlight features St. Mary’s Reece Barnhardt. https://t.co/HE0NoDIKJ2,[]
2852,ChannelboxTV,Multi-channel OTT platform on Freeview 271 📺 Available on Freeview TVs connected to the internet,"London, England",4155,2007,307,1,"Dedicated skiing channel #SkiTV, has launched in the UK on #Freeview 271, via the multi-channel OTT platform @ChannelboxTV. https://t.co/79Xh10tmsS","['SkiTV', 'Freeview']"
2853,OddsWithWorld,"Tweets to make you think, smile, and wonder. See some of the best of the net!",Great Lakes Megalopolis,353,144,28062,53,Australian police charge man in alleged international table tennis match-fixing syndicate https://t.co/ELNz7y5tpC,[]
2854,daniel19921805,,"Braga, Portugal",45,15,261,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2855,Jonesalniko,¬ ODAYAKA,つるみねみね前,4933,1230,66785,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2856,583_mk3,"Mk3 BCNR33海苔
レンタルカート助っ人稼業",江戸城,172,195,28526,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2857,Studiopjj,"I am a gemstone analyst, trainer, writer, self-experimenter, storyteller and collector. Here's my two cents.",India,1736,1007,18346,0,"Inspiring story.

One of the world’s most celebrated chefs, Ana Roš was a talented skier in her youth. She explains how her sporting background stoked the fires of her culinary success. https://t.co/CUPAh8Rjne",[]
2858,MzDIS,"ArtPhotog, Dog ❤️ SiberianHuskies-Malamutes #WearADamnMask #RESIST Blocked by Mike Huckabee/Dana Loach/Joel Osteen 🚫LISTS 💥DIS goddess of the Roman Underworld",Watchin' the Tide Roll Away,3788,2531,100854,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2859,team_kyabe,ラブリーサマーちゃんとファッキンウインターボーイ,ートヨタ車しか乗れない国ー,1284,595,56201,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2860,ryu_ikazuti,雷龍です。またの名をUFO。 創作…？:ポケモン、メテオス。好む:ゾイド/奇食/F1(MAS)/デジモン/地理/ゴジラ/ガメラ/鉱物等。ゲームは主に任天堂系が好きですが、艦これ、QMAも。4〜6→JADE(ヤーデ)＠ルキア。ペット→青ドラゴン「レンピカ」。7→さばくのバラ＠ミュー。8〜→さばくのバラ＠ルキア,Japan この世とあの世の狭間…嘘。千葉県北西部,550,384,261202,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2861,bshepherd05,"Commercial Insurance Broker, Branch Manager at Drayden Insurance Ltd., Morinville, AB. Crazy Oilers/Eskimos fan & all round sports nut!","Parkland County, Alberta",486,210,3196,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2862,Pormera,"中の人情報
 モタスポ、車、鉄道、飛行機、
エルドラクラウン、ボーダーブレイク、ワンダーランドウォーズ、
ガルパン、大洗とかとか
 詳しくはツイプロを",神奈川県,4641,2365,345427,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2863,Thai88888,"First they came for the Socialists, and I did not speak out.They came for the Jews...Then they came for me-and there was no one left to speak for me. MNiemöller",,2602,444,58574,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2864,Ryoga86YL,"モータースポーツ大好きマン
最近乃木坂にどハマりしててやばい。助けて。",,922,459,90451,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2865,M_simacher,Malaysian motorsport fan/otaku. Livin' La Vida Loca. I draw pictures. | マレーシア人のオタク、レーシングカー考古学者。絵を描く (デレマス/シャニマス/etc.)。サークル『アルファコルセ』代表。つぎ: シンステ9 (神戸),"Kelantan, M'sia→Tokyo, Japan",96,561,47309,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2866,mentamagoWRT,"F1,SUPER FORMULA、SUPER GT、ラリー,MotoGPなどジャンル問わずモータースポーツにどっぷりです！ 知識は浅いですが、日々勉強中です～。よろしくお願いします！",犬の形をしてる神奈川県,760,445,35146,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2867,maxstainkamph,Reporter for @sheppartonnews. Former @cwd_orange scribbler. ✉ max.stainkamph@mmg.com.au,"Shepparton, Victoria",903,422,3827,0,"The @MurrayFL released its fixture today and it's all focused on one thing: getting people to the footy and netball. 

https://t.co/4vxu65d8O0",[]
2868,uhler_jackson,SMCHS Saints 2020 All-Region 2020 1st Team All-State DSU Football Signee 🐦https://t.co/f7T0cyv4vt,"Bismarck, ND",178,96,22,14,This week's Sport's Spotlight features St. Mary’s Reece Barnhardt. https://t.co/HE0NoDIKJ2,[]
2869,elmarumarov,ALLAH IS THE GREATEST 170lb,"St Louis, MO",109,51,885,25,"In what can only be described as a Herculean effort, our own @mmawizzard scouted the sport's best prospects with five fights or fewer — over 100 athletes!

Ordered alphabetically by first name, here is Part 1. Parts 2 and 3 to be released concurrently: https://t.co/yV2mzl6DuY",[]
2870,sundevil_sweeti,"undecided on everything


except margaritas and tequila... and wedding cake & girl scout cookies 😛","Albuquerque, NM",115,188,8309,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2871,tsubasa2834123,自称プロカメラマン/地を這うファンクション・カルキュレーター教の教祖です Project_P_R@cing#71 VTR-F,,838,202,21403,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2872,NintenGT,Mitsubishi Legnum VR-4 TypeSに乗ってます。,,1187,562,59200,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2873,FromA_Nova,上海娘々賽車隊 戦艦少女/少女前線/アークナイツ/モタスポ/楽天/航空機  🇨🇳🇮🇹,,1369,1443,427476,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2874,Royter100,"Senior sports exec and integrity professional | Cricket and Tigers tragic | Passion for the 3 'Is' of sport: integrity, innovation and impact",,1311,711,1655,8,"Sport Integrity Australia welcomes the Federal Government funding for independent complaints and dispute resolution.
See statement: https://t.co/65jcFTKrzb
#ProtectingSportTogether https://t.co/9sn6ZasS1j",[]
2875,staronline,News updates from Malaysia's top English-language daily and website,"Kuala Lumpur, Malaysia",213,1649997,385788,0,"Soccer-St Mirren end Rangers' 27-game unbeaten start to season
https://t.co/XOCshmMSLp  https://t.co/XOCshmMSLp",[]
2876,SideAtv,"All Terrain and Utility Task Vehicles, Parts and Accessories. Selected Items. Deals. Product Information. Daily Updated. https://t.co/kU4iKi8qhp (eBay Links)",,12,6,2076,0,Sport Slip-On Exhaust MBRP AT-6107SP For 00-06 TRX350 Rancher https://t.co/CuiCWoqxv4 https://t.co/UGKW6kKCic,[]
2877,TrainKazu,最近はinstagramで投稿活動しています‼️ 八高線、川越線、鶴見線、南武支線、京浜東北線（E233-1000）山手線（E235系、E231-500）東海道線（E233-3000、E231-1000）,,1024,286,9701,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2878,spa_weather,R32GT-Rと同じ年生まれ。いつも頭の中はモータースポーツ、クルマ。#SUPERGT #F1jp #SFormula #DTMjp #Kimi7 #cl16 #Motoyama K12→K12→A5C5F02→SXE10→TA-RA1→ACR50,,1105,564,29527,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2879,olivianelson331,"I'm honest, loving and caring.",,67,21,750,53,Australian police charge man in alleged international table tennis match-fixing syndicate https://t.co/ELNz7y5tpC,[]
2880,Rachael_With2As,not satan. she/her. probably talking about bystander intervention. I got a dog so I wouldn’t need to get a personality... according to my DMs.,Portland,358,351,45617,9,"""I want more and bigger and different for women’s sport in the coming year. This is a lifelong desire but it feels more pressing and possible than ever before. Let’s go."" -- me https://t.co/7bL87PdKZE",[]
2881,tallandtrue,"#TallAndTrue tweets of #middleaged #dad and #dogowner. #Blogger, #writer, #editor at @TallAndTrueWeb. On #Eora Nation. ❤️  #books #beingadad #dogs #SydneySwans","Sydney, Australia",2348,1627,54773,0,"Wishing Karen Tighe, @MitchellGlenn and son all the best for her recovery. Hoping to hear Karen back on ABC Grandstand in the new year. 🤞 HT ABC Sport broadcaster Karen Tighe on suffering significant memory loss after contracting viral #encephalitis https://t.co/U7fh4i2SPi",['encephalitis']
2882,jessicawluther,"Tall. Tired. She/her. Co-author with @kavithadavidson of Loving Sports When They Don't Love You Back, out now w/ @UTexasPress. Co-host of @burnitdownpod.","austin, tx",3327,33484,22710,9,"""I want more and bigger and different for women’s sport in the coming year. This is a lifelong desire but it feels more pressing and possible than ever before. Let’s go."" -- me https://t.co/7bL87PdKZE",[]
2883,KateLeaver92,@ABCPerth producer. Former journo @watoday @StirlingTimes #ECUBroadcasting Views my own. Views of the ocean preferred 🌊 ☀️ leaver.kate@abc.net.au,"Fremantle, Perth",2060,1332,1789,43,ABC Sport's Karen Tighe sidelined after suffering significant memory loss from life-threatening illness https://t.co/oJo0n7wU5h,[]
2884,IMO_Boston,I’d tell you I’m doing my best but I’d be lying,,651,71,3828,53,Australian police charge man in alleged international table tennis match-fixing syndicate https://t.co/ELNz7y5tpC,[]
2885,CarClassified_,results on the edge😀,,1242,39,14017,0,"2004 Chevrolet Tahoe LT Sport Red Metallic used for sale - Used Cars for Sale
https://t.co/vZQ4fL51Ud https://t.co/luWlnduZ8t",[]
2886,LeonardHougham,"Political age12, Studys in Psych. 4 Truth and Justice. Kids are our Future. Believe 1/2 you see, None you hear  @FBI #Stingray ➡@FBIODT.  20TH SFG SpecForces",Washington ,4935,3699,180575,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2887,eaglebear51,"NEW ALBANY #FINISH UC #DOWNTHEDRIVE DUKE #DUKEGANG OSU #OH BENGALS #NEWDEY JACKETS #CBJ Matthew 5:44, 46-47","New Albany, OH",379,118,7199,15,"The debate surrounding ""intangibles"" in sport is long-standing and well-documented. Should we rethink how we use these ideas in player evaluation? #CBJ https://t.co/WI9HMdZIje",[]
2888,pei_shun311,"東北楽天ゴールデンイーグルス、FCバルセロナ、SUPER FORMULAトヨタ勢、SUPER GTレクサス・トヨタ勢をこよなく愛する人。
基本的に箱推しで楽天生命パーク宮城、スポーツランドSUGOによく現れる短足チビ。",うつくしま ふくしま,608,692,29971,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2889,JoeBou15,MN sports masochist. Covers the #mnwild for https://t.co/nAld4vUQKn @LockedOnWild host.,,623,637,34546,15,"The debate surrounding ""intangibles"" in sport is long-standing and well-documented. Should we rethink how we use these ideas in player evaluation? #CBJ https://t.co/WI9HMdZIje",[]
2890,BristleCat,,,2,3,1889,0,"ABC Sport broadcaster Karen Tighe on suffering significant memory loss after contracting viral encephalitis https://t.co/Fq74azAp3U 

She’ll fit in well with the rest of her colleagues who forget any names or information unless it’s woke, trendy and leftie..",[]
2891,AgeSMH_Archives,Treasures from the archives of the @smh and @theage. For print sales and licensing visit: https://t.co/AyWgokCCmu,"Sydney, New South Wales",608,4660,3138,4,"#OnThisDay in 1927: The Victorian champion batsman W.H. Ponsford continued his record-breaking career, scoring a colossal 437 against Queensland in the Sheffield Shield. Ponsford beat his own previous world record of 429 runs, scored in 1923. @theagesport https://t.co/FbA1KSlW7w",['OnThisDay']
2892,GroemeA,"You can't go back and change the beginning,but you can start where you are and change the ending...",Mauritius,109,25,4156,0,"Australian police charge man in alleged international table tennis match-fixing syndicate

https://t.co/jcpYJKeWtq",[]
2893,DrTao,"Experienced ENTP Inventor of Aiki solutions; Founder at @AikiLabs; cycling, archery, disaster resilience, mindfulness (she/her)",,5000,1795,101668,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2894,crk5,"He is trampling out the vintage where the grapes of wrath are stored..
𝘿𝙪𝙢 𝙨𝙥𝙞𝙧𝙤 𝙨𝙥𝙚𝙧𝙤","nipaluna (Hobart, Tasmania) ",6949,8054,176160,0,"ABC Sport's Karen Tighe sidelined after suffering significant memory loss from life-threatening illness..
https://t.co/goo7gDty2W",[]
2895,doorbelp_giza,プロデューサーだったり提督だったりアイカツおじさんだったりする。,事務所と泊地のあいだ,995,626,152896,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2896,collinstw,#AVL Retired @ProcterGamble @IBM @Transy @Kanuga Lifelong Networking Connector Servant Leader LGBT Global Citizen Diversity @RiverLink @PhiKappaTau He Him,"Asheville, NC",937,1936,132638,4,"LGBTQ athletes who come out at EVERY level of sport are more accepted than they think they will be. High school, college, pro, Olympic.

Thanks @Hig_Roberts for shining a light on that.

#CourageIsContagious 

https://t.co/gQmJCbNkc0",[]
2897,da_silva_24,"Motorsport（American&Japanese Formula Racing, Endurance Racing etc.）/Official programme/Japanese drum/TV-Drama モタスポのデータ見る・調べるのが大好きです KaedeS-Wonder!",Miyagi Pref. Japan,1036,1057,59639,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2898,JoeLHughesII,"Sports writer at @gastongazette, @shelbystar. RTs ≠ endorsements ... opinions not necessarily those of employer. Story ideas? Email jhughes@gastongazette.com",CAROLINAS,3738,5649,269150,0,"A few hours later, @DontaviusNash2 joined him in Carolina blue, the @HunterHussHS three-sport star also signing with @TarHeelFootball. @HHblueandwhite 

https://t.co/cuJE4qzXhB",[]
2899,tanadee2_0206,【前垢⇨＠tanadee_0206】 乗り物と特撮が大好き。スズキのツイン乗ってます！月一でレンタルカート。YMOが大好き。青果ドライバーでもありフォーミュラドライバー(仮)でもある。,地球,1627,744,57589,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2900,JiaerHrtDefSoul,Eclectic Queen. All SOUL 🙏🏾Big💖warts’n all. Music is life☯️ JackyPassion! ”I ain’t no filthy player.!” ❤️s JS💫👑! ❤️s🌴JB🤘🏼=#JackBeom soft!👊🏾 #Got7💚,📌#Mirrors. 📌in my head📌🌌,762,421,47087,21,"This is regarding breakdancing becoming an Olympic sport 

https://t.co/PTkP95tb2I",[]
2901,FiveRingsToRule,"Podcast featuring LGBTQ Olympic voices - past, present & headed to Tokyo 2020. Part of the @Outsports podcast network.",,29,73,144,4,"LGBTQ athletes who come out at EVERY level of sport are more accepted than they think they will be. High school, college, pro, Olympic.

Thanks @Hig_Roberts for shining a light on that.

#CourageIsContagious 

https://t.co/gQmJCbNkc0",[]
2902,outsports,"The leader in LGBTQ sports news & commentary for athletes, coaches & fans. Part of @SBNation. #CourageIsContagious.",Los Angeles,2670,29946,29548,4,"LGBTQ athletes who come out at EVERY level of sport are more accepted than they think they will be. High school, college, pro, Olympic.

Thanks @Hig_Roberts for shining a light on that.

#CourageIsContagious 

https://t.co/gQmJCbNkc0",[]
2903,CydZeigler,"Co-author, My Life On The Line, the memoir of gay NFL player Ryan O'Callaghan. LGBTQ sports writer. @Outsports @SBNation",Los Angeles,1696,10943,26972,4,"LGBTQ athletes who come out at EVERY level of sport are more accepted than they think they will be. High school, college, pro, Olympic.

Thanks @Hig_Roberts for shining a light on that.

#CourageIsContagious 

https://t.co/gQmJCbNkc0",['CourageIsContagious']
2904,itsubish,Democrat & proud! Navy Vet! No Lists! I don't respond to trolls #904via305,,331,275,21008,1,"In a monumental change for the sport, Major League Baseball announced it was elevating the 1920-48 Negro Leagues to major league status, a move that not only seeks to right a cosmic wrong that has shadowed the game for a century. https://t.co/TrQwGQxyhm",[]
2905,nowyousieme,"california hockey (+more) @SBNation • labor @vox_union • thoi/thude/theophilus thistle, the successful thistle sifter","Michigan, USA",981,1933,52513,15,"The debate surrounding ""intangibles"" in sport is long-standing and well-documented. Should we rethink how we use these ideas in player evaluation? #CBJ https://t.co/WI9HMdZIje",[]
2906,GlobalSportMtrs,Purpose-driven multimedia initiative that provides a platform for in-depth insights on a diverse range of sports topics. Brought to you by @globalsportasu.,"Phoenix, AZ",1220,3485,5896,6,"2020 has been quite the year. We'll talk 2021 in our last #GSMLive of the year with insightful all-stars @kavithadavidson, @jessluther, @TheMirnavator, @BDJFuturist, @ilhaamg, and @handels_ss! Hosted by our own @ramsammy. 

Join us this Thurs. 12/17 ⤵️ https://t.co/tNBHBaCyKT",['GSMLive']
2907,GlobalSportMtrs,Purpose-driven multimedia initiative that provides a platform for in-depth insights on a diverse range of sports topics. Brought to you by @globalsportasu.,"Phoenix, AZ",1220,3485,5896,3,"Join us this Thursday along with @DrScottNBrooks, 
@BDJFuturist, @kavithadavidson, @jessicawluther, 
@ilhaamg, @handels_sse &amp; @ramsammy as we discuss what's ahead for #sport in 2021. https://t.co/tNBHBaCyKT",[]
2908,GlobalSportMtrs,Purpose-driven multimedia initiative that provides a platform for in-depth insights on a diverse range of sports topics. Brought to you by @globalsportasu.,"Phoenix, AZ",1220,3485,5896,4,"Join us this Thursday along with @DrScottNBrooks, 
@BDJFuturist, @kavithadavidson, @jessicawluther, 
@ilhaamg, @handels_sse &amp; @ramsammy as we discuss what's ahead for #sport in 2021. https://t.co/tNBHBaCyKT",[]
2909,tamilynyg,#RollTide🐘🐘 #AKA1908💕💚 #Biden-Harris2020 I https://t.co/TuEMDkhScx #voteearly • https://t.co/kN1odxxABX • No DMs please,"Atlanta, GA",4076,2764,29197,1,"In a monumental change for the sport, Major League Baseball announced it was elevating the 1920-48 Negro Leagues to major league status, a move that not only seeks to right a cosmic wrong that has shadowed the game for a century. https://t.co/TrQwGQxyhm",[]
2910,GYoungTheOldOne,"First he came for the Mexicans, and I did not speak out. Then he came for the Muslims, and I did not speak out. I should have spoken out🥺 I WILL speak out!",,1456,255,33556,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2911,MahrligMaureen,,,8,0,32,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2912,GlobalSportMtrs,Purpose-driven multimedia initiative that provides a platform for in-depth insights on a diverse range of sports topics. Brought to you by @globalsportasu.,"Phoenix, AZ",1220,3485,5896,9,".@kavithadavidson is Host/Editorial Director of The Lead produced by @theathletic. In her vision for sport 2021, she'd like to see support around women’s sports grow equal to men’s. 

Our new issue, Predictions &amp; Provocations for Sport: 2021 is out now.
https://t.co/UyHnvtHnA7",[]
2913,scottgar0814,"@UF Grad, Living in the ATL, Tweet mostly about football and basketball, Go 🐊","Atlanta, GA",2364,351,31699,2,"Florida AD Scott Stricklin had a positive update on @GatorsMBK's Keyontae Johnson when he joined the Sport Scene, per @HarrisonSmaj #Gators
https://t.co/4nGfISpdsc",[]
2914,speedcafe,https://t.co/ZHxcSClAyC - your daily racing fix!,Australia,561,20110,98539,1,"The FIA World Motor Sport Council has approved the 23-race calendar for the 2021 Formula 1 season, with Vietnam’s April slot yet to be filled #F1
https://t.co/VhNWktRENW",['F1']
2915,E_C_H58,NCAT19. Hornets.Panthers. #KeepPounding #BuzzCity,In my zone.,366,423,22894,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2916,EHinesPhD,"Entrepreneur|Associate Professor|School Counseling|Research Agenda: Academic, College, and Career Outcomes for Black Males|Retweets≠Endorsements",,1751,1898,42185,51,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents. https://t.co/QCm7VWqlro",[]
2917,saijiurano,"Human right
Democracy 
Environmentalism 
+Car culture & Classical music",Wherever my mind is,272,99,10681,323,"First undisguised picture of @Toyota_Hybrid 2021 @FIAWEC GR Super Sport Le Mans Hypercar - Testing at Portimao

https://t.co/HSiYMxF5A2 https://t.co/lMkNDv4IiX",[]
2918,PressRelease_cc,Follow us on Twitter for updates and check https://t.co/KiR5FZ7PJa to sign up for email alerts,"Dallas, TX",1361,875,182291,0,"Sport Clothes Market to See Huge Growth by 2025 | Nike, Adidas, Playboy, The north face https://t.co/eieseFNc1N",[]
2919,sparksprays13,God is Love 💜             Faith Over Fear🙌🏾🙏🏾,"Michigan, USA",2475,202,7677,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2920,staronline,News updates from Malaysia's top English-language daily and website,"Kuala Lumpur, Malaysia",213,1649997,385788,0,"Soccer-Bullet point previews of Premier League matches
https://t.co/34FhZmXQJm  https://t.co/34FhZmXQJm",[]
2921,HeresYourReplay,"See it here first.
Backup account: @thereplayguy
All videos copyright their respective owners.
Business contact: methereplayguy@gmail.com",,935,18657,40231,15,"The debate surrounding ""intangibles"" in sport is long-standing and well-documented. Should we rethink how we use these ideas in player evaluation? #CBJ https://t.co/WI9HMdZIje",[]
2922,racheldoerrie,🇨🇦🇩🇪 | Female Staffer/Nemo | York MSc | @StaffGraph 🎙| Former: @NJDevils | part-time Grinch 🎄,"Toronto, Ontario",952,9444,8658,15,"The debate surrounding ""intangibles"" in sport is long-standing and well-documented. Should we rethink how we use these ideas in player evaluation? #CBJ https://t.co/WI9HMdZIje",[]
2923,NCAAScared,@MidcoSN @AnderaMidcoSN @BShawnMidcoSN @ElsenMidcoSN @NorstedtMidcoSN @DBrownMidcoSN @NiemanMidcoSN @elansonMidcoSN @AHeinertMidcoSN,"Sioux Falls, SD",1583,160,93567,4,On This Day in UCM History presented by Warrensburg Collision: @JenniesGolf officially became the 17th intercollegiate sport sponsored by UCM announced 9 years ago #teamUCM https://t.co/zt1iEyR75N,[]
2924,kiing474,#BlackLivesMatter✊🏿✊🏽✊🏾 Va📍    You BLACK before ANYTHING,,86,258,5099,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
2925,lewisjfclarke,Author of eight books. Loves to travel and meet new people,,11093,11381,468,1,"I have just finished my picks for this year's #RoyalRumble matches. I got seven right last year and four the year before. Have a look and let me know what you think: 

https://t.co/kVDXRUoJcf

#WWE #WWENXT #WWERaw #WrestleMania #wrestling #wrestlingcommunity #sport #WordPress",['RoyalRumble']
2926,Im_0n1,"#lakeshow #duukee #cowboyzzz ! Wingolosist PhD n wingology Organized Event Planner, Cohost on Beauty&The Trill , Facilitator, Dm for details",In the winners circle,4891,6177,463687,310,"Keyontae Johnson, the University of Florida men's basketball player who collapsed mid-game on Saturday, is now breathing on his own, talking with family and in stable condition, according to his parents https://t.co/RE0JbJQnLI",[]
